id,name,logo_path,territory_id,confed_id,official_name,code,gender,type,level,is_active,team_type
516,Super League,res://assets/textures/tournament_logo/516.png,79,25,Fiji Women's Super League,,1,1,1,1,0
517,Kansallinen Liiga,res://assets/textures/tournament_logo/517.png,80,8,Finland Kansallinen Liiga,,1,1,1,1,0
518,Kansallinen Ykkönen,res://assets/textures/tournament_logo/518.png,80,8,Finland Kansallinen Ykkönen,,1,1,2,1,0
519,Première Ligue,res://assets/textures/tournament_logo/519.png,81,11,France Première Ligue,,1,1,1,1,0
520,Seconde Ligue,res://assets/textures/tournament_logo/520.png,81,11,France Seconde Ligue,,1,1,2,1,0
521,Division 3 Féminine,res://assets/textures/tournament_logo/521.png,81,11,France Division 3 Féminine,,1,1,3,1,0
522,Championship,res://assets/textures/tournament_logo/522.png,84,15,Gabonese Women's Championship,,1,1,1,1,0
523,GFF Women's League Division One,res://assets/textures/tournament_logo/523.png,85,19,GFF Women's League Division One,,1,1,1,1,0
524,Championship,res://assets/textures/tournament_logo/524.png,86,9,Georgia women's football championship,,1,1,1,1,0
525,Liga 2,res://assets/textures/tournament_logo/525.png,86,9,Georgian Women's Liga 2,,1,1,2,1,0
526,Frauen-Bundesliga,res://assets/textures/tournament_logo/526.png,87,11,Germany Frauen-Bundesliga,,1,1,1,1,0
527,2. Frauen-Bundesliga,res://assets/textures/tournament_logo/527.png,87,11,Germany 2. Frauen-Bundesliga,,1,1,2,1,0
528,Premier League,res://assets/textures/tournament_logo/528.png,88,19,Ghana Women's Premier League,,1,1,1,1,0
529,Women's Football League,res://assets/textures/tournament_logo/529.png,89,10,Gibraltar Women's Football League,,1,1,1,1,0
530,A Division,res://assets/textures/tournament_logo/530.png,91,10,Greek Womens A Division,,1,1,1,1,0
531,Second National Division,res://assets/textures/tournament_logo/531.png,91,10,Greek Womens Second National Division,,1,1,2,1,0
532,G League,res://assets/textures/tournament_logo/532.png,95,21,Guam G League Women,,1,1,1,1,0
533,National Women's Football League,res://assets/textures/tournament_logo/533.png,96,13,Guatemala National Women's Football League,,1,1,1,1,0
534,League 1,res://assets/textures/tournament_logo/534.png,98,19,Guinea Women's League 1,,1,1,1,1,0
535,Championship,res://assets/textures/tournament_logo/535.png,99,19,Guinea-Bissau Women's Championship,,1,1,1,1,0
536,Championship,res://assets/textures/tournament_logo/536.png,100,12,Guyana Women's Championship,,1,1,1,1,0
537,Women's League,res://assets/textures/tournament_logo/537.png,104,21,Hong Kong Women's League,,1,1,1,1,0
538,Női NB I,res://assets/textures/tournament_logo/538.png,105,9,Hungary Női NB I,,1,1,1,1,0
539,Besta deild kvenna,res://assets/textures/tournament_logo/539.png,106,8,Iceland Besta deild kvenna,,1,1,1,1,0
540,1. deild kvenna,res://assets/textures/tournament_logo/540.png,106,8,Iceland 1. deild kvenna,,1,1,2,1,0
541,2. deild kvenna,res://assets/textures/tournament_logo/541.png,106,8,Iceland 2. deild kvenna,,1,1,3,1,0
542,Women's League,res://assets/textures/tournament_logo/542.png,107,22,Indian Women's League,,1,1,1,1,0
543,Women's League 2,res://assets/textures/tournament_logo/543.png,107,22,Indian Women's League 2,,1,1,2,1,0
544,Liga 1 Putri,res://assets/textures/tournament_logo/544.png,108,23,Indonesia Liga 1 Putri,,1,1,1,1,0
545,Kowsar Women Football League,res://assets/textures/tournament_logo/545.png,109,20,Iran Kowsar Women Football League,,1,1,1,1,0
546,Women's Football League,res://assets/textures/tournament_logo/546.png,110,24,Iraqi Women's Football League,,1,1,1,1,0
547,Premier Division,res://assets/textures/tournament_logo/547.png,111,11,Ireland Women's Premier Division,,1,1,1,1,0
548,Ligat Nashim,res://assets/textures/tournament_logo/548.png,115,9,Israel Ligat Nashim,,1,1,1,1,0
549,Serie A Femminile,res://assets/textures/tournament_logo/549.png,116,10,Italy Serie A Femminile,,1,1,1,1,0
550,Serie B Femminile,res://assets/textures/tournament_logo/550.png,116,10,Italy Serie B Femminile,,1,1,2,1,0
551,Serie C Femminile,res://assets/textures/tournament_logo/551.png,116,10,Italy Serie C Femminile,,1,1,3,1,0
552,Championship,res://assets/textures/tournament_logo/552.png,117,19,Côte d'Ivoire Women's Championship,,1,1,1,1,0
553,WE League,res://assets/textures/tournament_logo/553.png,119,21,Japan WE League,,1,1,1,1,0
554,Pro League,res://assets/textures/tournament_logo/554.png,121,24,Jordan Women's Pro League,,1,1,1,1,0
555,First Division League,res://assets/textures/tournament_logo/555.png,121,24,Jordan Women's First Division League,,1,1,2,1,0
556,Championship,res://assets/textures/tournament_logo/556.png,122,9,Kazakhstani women's football championship,,1,1,1,1,0
557,Premier League,res://assets/textures/tournament_logo/557.png,123,17,Kenyan Women's Premier League,,1,1,1,1,0
558,Superleague,res://assets/textures/tournament_logo/558.png,125,9,Kosovo Women's Football Superleague,,1,1,1,1,0
559,Women's League,res://assets/textures/tournament_logo/559.png,126,24,Kuwaiti Women's League,,1,1,1,1,0
560,Women's League,res://assets/textures/tournament_logo/560.png,127,20,Kyrgyzstan Women's League,,1,1,1,1,0
561,Women's League,res://assets/textures/tournament_logo/561.png,129,8,Latvian Women's League,,1,1,1,1,0
562,Women's Football League,res://assets/textures/tournament_logo/562.png,130,24,Lebanese Women's Football League,,1,1,1,1,0
563,Super League,res://assets/textures/tournament_logo/563.png,131,18,Lesotho Women's Super League,,1,1,1,1,0
564,First Division,res://assets/textures/tournament_logo/564.png,132,19,Liberian Women's First Division,,1,1,1,1,0
565,Women's League,res://assets/textures/tournament_logo/565.png,133,16,Libyan Women's League,,1,1,1,1,0
566,A Lyga,res://assets/textures/tournament_logo/566.png,135,8,Lithuanian Women's A Lyga,,1,1,1,1,0
567,Dames Ligue 1,res://assets/textures/tournament_logo/567.png,136,11,Luxembourg Dames Ligue 1,,1,1,1,1,0
568,Women's Football League,res://assets/textures/tournament_logo/568.png,138,18,Malagasy Women's Football League,,1,1,1,1,0
569,Women's League,res://assets/textures/tournament_logo/569.png,140,18,Malawi Women's League,,1,1,1,1,0
570,National Women's League,res://assets/textures/tournament_logo/570.png,141,23,Malaysia National Women's League,,1,1,1,1,0
571,FAM Championship,res://assets/textures/tournament_logo/571.png,142,22,Maldives FAM Women's Football Championship,,1,1,1,1,0
572,Championship,res://assets/textures/tournament_logo/572.png,143,19,Malian Women's Championship,,1,1,1,1,0
573,Women's League,res://assets/textures/tournament_logo/573.png,144,10,Maltese Women's League,,1,1,1,1,0
574,Championship,res://assets/textures/tournament_logo/574.png,147,19,Mauritanian Women's Championship,,1,1,1,1,0
575,Women's League,res://assets/textures/tournament_logo/575.png,148,18,Mauritiusian Women's League,,1,1,1,1,0
576,Liga MX Femenil,res://assets/textures/tournament_logo/576.png,150,14,Mexico Liga MX Femenil,,1,1,1,1,0
577,Top League,res://assets/textures/tournament_logo/577.png,151,9,Moldovan Women Top League,,1,1,1,1,0
578,National Football League,res://assets/textures/tournament_logo/578.png,153,21,Mongolia Women's National Football League,,1,1,1,1,0
579,Women's League,res://assets/textures/tournament_logo/579.png,154,9,Montenegrin Women's League,,1,1,1,1,0
580,Championship D1,res://assets/textures/tournament_logo/580.png,156,16,Moroccan Women's Championship D1,,1,1,1,1,0
581,Championship D2,res://assets/textures/tournament_logo/581.png,156,16,Moroccan Women's Championship D2,,1,1,2,1,0
582,Primera División Femenina,res://assets/textures/tournament_logo/582.png,157,18,Mozambican Primera División femenina,,1,1,1,1,0
583,Women League,res://assets/textures/tournament_logo/583.png,158,23,Myanmar Women League,,1,1,1,1,0
584,Super League,res://assets/textures/tournament_logo/584.png,159,18,Namibia Women's Super League,,1,1,1,1,0
585,ANFA Women's League,res://assets/textures/tournament_logo/585.png,161,22,Nepal ANFA Women's League,,1,1,1,1,0
586,Vrouwen Eredivisie,res://assets/textures/tournament_logo/586.png,162,11,Netherlands Vrouwen Eredivisie,,1,1,1,1,0
587,National League,res://assets/textures/tournament_logo/587.png,164,26,New Zealand Women's National League,,1,1,1,1,0
588,Campeonato Nacional de Fútbol Femenino,res://assets/textures/tournament_logo/588.png,165,13,Nicaraguan Campeonato Nacional de Fútbol Femenino,,1,1,1,1,0
589,Championship,res://assets/textures/tournament_logo/589.png,166,19,Niger Women's Championship,,1,1,1,1,0
590,NWFL Premiership,res://assets/textures/tournament_logo/590.png,167,19,Nigeria NWFL Premiership,,1,1,1,1,0
591,Premier League,res://assets/textures/tournament_logo/591.png,170,21,DPR Korea Women's Premier League,,1,1,1,1,0
592,1. liga,res://assets/textures/tournament_logo/592.png,171,9,Macedonian Women's 1. liga,,1,1,1,1,0
593,Premiership,res://assets/textures/tournament_logo/593.png,173,11,Northern Ireland Women's Premiership,,1,1,1,1,0
594,Toppserien,res://assets/textures/tournament_logo/594.png,175,8,Norway Toppserien,,1,1,1,1,0
595,1. divisjon,res://assets/textures/tournament_logo/595.png,175,8,Norway Women's 1. divisjon,,1,1,2,1,0
596,2. divisjon,res://assets/textures/tournament_logo/596.png,175,8,Norway Women's 2. divisjon,,1,1,3,1,0
597,National Women's Football Championship,res://assets/textures/tournament_logo/597.png,178,22,Pakistan National Women's Football Championship,,1,1,1,1,0
598,Liga de Fútbol Femenino,res://assets/textures/tournament_logo/598.png,181,13,Panama Liga de Fútbol Femenino,,1,1,1,1,0
599,Championship,res://assets/textures/tournament_logo/599.png,183,3,Paraguayan Women's Football Championship,,1,1,1,1,0
600,Primera División Femenina,res://assets/textures/tournament_logo/600.png,184,3,Peru Primera División Femenina,,1,1,1,1,0
601,PFF Women's League,res://assets/textures/tournament_logo/601.png,185,23,Philippines PFF Women's League,,1,1,1,1,0
602,Ekstraliga,res://assets/textures/tournament_logo/602.png,187,9,Poland Ekstraliga,,1,1,1,1,0
603,I liga,res://assets/textures/tournament_logo/603.png,187,9,Poland I liga,,1,1,2,1,0
604,Campeonato Nacional Feminino,res://assets/textures/tournament_logo/604.png,188,10,Portugal Campeonato Nacional Feminino,,1,1,1,1,0
605,Campeonato Nacional II Divisão Feminino,res://assets/textures/tournament_logo/605.png,188,10,Portugal Campeonato Nacional II Divisão Feminino,,1,1,2,1,0
606,Campeonato Nacional III Divisão Feminino,res://assets/textures/tournament_logo/606.png,188,10,Portugal Campeonato Nacional III Divisão Feminino,,1,1,3,1,0
607,Superior Femenino de la Liga Puerto Rico,res://assets/textures/tournament_logo/607.png,189,12,Superior Femenino de la Liga Puerto Rico,,1,1,1,1,0
608,Women's Football League,res://assets/textures/tournament_logo/608.png,190,24,Qatar Women's Football League,,1,1,1,1,0
609,Liga I,res://assets/textures/tournament_logo/609.png,192,9,Romania Women's Liga I,,1,1,1,1,0
610,Liga II,res://assets/textures/tournament_logo/610.png,192,9,Romania Women's Liga II,,1,1,2,1,0
611,Championship,res://assets/textures/tournament_logo/611.png,193,9,Russian Women's Football Championship,,1,1,1,1,0
612,Women's Football League,res://assets/textures/tournament_logo/612.png,194,17,Rwanda Women's Football League,,1,1,1,1,0
613,SVGFF Women's Premier Division,res://assets/textures/tournament_logo/613.png,202,12,SVGFF Women's Premier Division,,1,1,1,1,0
614,Premier League,res://assets/textures/tournament_logo/614.png,207,24,Saudi Women's Premier League,,1,1,1,1,0
615,First Division League,res://assets/textures/tournament_logo/615.png,207,24,Saudi Women's First Division League,,1,1,2,1,0
616,Second Division League,res://assets/textures/tournament_logo/616.png,207,24,Saudi Women's Second Division League,,1,1,3,1,0
617,Premier League,res://assets/textures/tournament_logo/617.png,208,11,Scottish Women's Premier League,,1,1,1,1,0
618,Championship,res://assets/textures/tournament_logo/618.png,208,11,Scottish Women's Football Championship,,1,1,2,1,0
619,Championship,res://assets/textures/tournament_logo/619.png,209,19,Senegalese Women's Championship,,1,1,1,1,0
620,Super League,res://assets/textures/tournament_logo/620.png,210,9,Serbian Women's Super League,,1,1,1,1,0
621,Women's League,res://assets/textures/tournament_logo/621.png,211,18,Seychelles Women's League,,1,1,1,1,0
622,Premier League,res://assets/textures/tournament_logo/622.png,212,19,Sierra Leone Women's Premier League,,1,1,1,1,0
623,Premier League,res://assets/textures/tournament_logo/623.png,213,23,Singapore Women's Premier League,,1,1,1,1,0
624,First League,res://assets/textures/tournament_logo/624.png,216,9,Slovak Women's First League,,1,1,1,1,0
625,Women's League,res://assets/textures/tournament_logo/625.png,217,9,Slovenian Women's League,,1,1,1,1,0
626,Premier League,res://assets/textures/tournament_logo/626.png,218,25,Solomon Islands Women's Premier League,,1,1,1,1,0
627,SAFA Women's League,res://assets/textures/tournament_logo/627.png,221,18,SAFA Women's League,,1,1,1,1,0
628,Sasol Women's League,res://assets/textures/tournament_logo/628.png,221,18,Sasol Women's League,,1,1,2,1,0
629,WK League,res://assets/textures/tournament_logo/629.png,222,21,South Korea WK League,,1,1,1,1,0
630,Women's National League,res://assets/textures/tournament_logo/630.png,224,17,South Sudan Women's National League,,1,1,1,1,0
631,Liga F,res://assets/textures/tournament_logo/631.png,226,10,Spain Liga F,,1,1,1,1,0
632,Primera Federación,res://assets/textures/tournament_logo/632.png,226,10,Spain Women's Primera Federación ,,1,1,2,1,0
633,Segunda Federación,res://assets/textures/tournament_logo/633.png,226,10,Spain Women's Segunda Federación,,1,1,3,1,0
634,Women League,res://assets/textures/tournament_logo/634.png,228,17,Sudanese Women League,,1,1,1,1,0
635,Damallsvenskan,res://assets/textures/tournament_logo/635.png,230,8,Sweden Damallsvenskan,,1,1,1,1,0
636,Elitettan,res://assets/textures/tournament_logo/636.png,230,8,Sweden Elitettan,,1,1,2,1,0
637,Super League,res://assets/textures/tournament_logo/637.png,231,11,Swiss Women's Super League,,1,1,1,1,0
638,Mulan Football League,res://assets/textures/tournament_logo/638.png,233,21,Taiwan Mulan Football League,,1,1,1,1,0
639,Premier League,res://assets/textures/tournament_logo/639.png,235,17,Tanzanian Women's Premier League,,1,1,1,1,0
640,Women's League,res://assets/textures/tournament_logo/640.png,236,23,Thai Women's League,,1,1,1,1,0
641,Championship,res://assets/textures/tournament_logo/641.png,237,19,Togolese Women's Championship,,1,1,1,1,0
642,TT Women's League Football,res://assets/textures/tournament_logo/642.png,241,12,TT Women's League Football,,1,1,1,1,0
643,Championship,res://assets/textures/tournament_logo/643.png,243,16,Tunisian Women's Championship,,1,1,1,1,0
644,Super League,res://assets/textures/tournament_logo/644.png,244,10,Turkish Women's Football Super League,,1,1,1,1,0
645,First League,res://assets/textures/tournament_logo/645.png,244,10,Turkish Women's Football First League,,1,1,2,1,0
646,A-Division,res://assets/textures/tournament_logo/646.png,247,27,Tuvalu Women's A-Division,,1,1,1,1,0
647,FUFA Women Super League,res://assets/textures/tournament_logo/647.png,249,17,FUFA Women Super League,,1,1,1,1,0
648,FUFA Women Elite League,res://assets/textures/tournament_logo/648.png,249,17,FUFA Women Elite League,,1,1,2,1,0
649,Top League,res://assets/textures/tournament_logo/649.png,250,9,Ukrainian Women's Top League,,1,1,1,1,0
650,Women's Football League,res://assets/textures/tournament_logo/650.png,251,24,UAE Women's Football League,,1,1,1,1,0
651,National Women's Soccer League,res://assets/textures/tournament_logo/651.png,252,14,American NWSL,,1,1,1,1,0
652,USL Super League,res://assets/textures/tournament_logo/652.png,252,14,American USL Super League,,1,1,1,1,0
653,Campeonato Uruguayo Femenino,res://assets/textures/tournament_logo/653.png,253,3,Uruguay Campeonato Uruguayo Femenino,,1,1,1,1,0
654,Campeonato Uruguayo Femenino B',res://assets/textures/tournament_logo/654.png,253,3,Uruguay Campeonato Uruguayo Femenino B,,1,1,2,1,0
655,Women's League,res://assets/textures/tournament_logo/655.png,254,20,Uzbekistan Women's League,,1,1,1,1,0
656,Liga FUTVE Femenina,res://assets/textures/tournament_logo/656.png,257,3,Venezuela Liga FUTVE Femenina,,1,1,1,1,0
657,Women's National League,res://assets/textures/tournament_logo/657.png,258,23,Vietnam Women's National League,,1,1,1,1,0
658,Adran Premier,res://assets/textures/tournament_logo/658.png,259,11,Welsh Adran Premier,,1,1,1,1,0
659,FAZ Women's Super Division,res://assets/textures/tournament_logo/659.png,262,18,FAZ Women's Super Division,,1,1,1,1,0
660,Women's League,res://assets/textures/tournament_logo/660.png,264,18,Zimbabwean Women's League,,1,1,1,1,0
